Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,Primary Industry description
societe nationale sncf sa,https://permid.org/1-4295866888,Societe Nationale SNCF SA,92%,Excellent,societe nationale sncf,https://permid.org/1-4295866888,Societe Nationale SNCF SA,80%,Good,True,Passenger Transportation Services,Transportation,Industrials,France,France,"Providers of transportation services to passengers via air, ground and sea."
sodexo sa,https://permid.org/1-4295866614,Sodexo SA,92%,Excellent,sodexo,https://permid.org/1-4295866614,Sodexo SA,92%,Excellent,True,Hotels & Entertainment Services,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Operators of hotels, motels, cruise lines, restaurants, casinos, gaming operations, sports stadiums, golf courses, amusement parks and other recreational services."
solvay sa,https://permid.org/1-4295859421,Solvay SA,92%,Excellent,solvay,https://permid.org/1-4295859421,Solvay SA,92%,Excellent,True,Chemicals,Chemicals,Basic Materials,Belgium,Belgium,"Producers and refiners of agricultural, commodity and specialty chemicals."
spp distribucia as,https://permid.org/1-5040261492,SPP Distribucia as,92%,Excellent,spp distribucia,https://permid.org/1-5040261492,SPP Distribucia as,92%,Excellent,True,Natural Gas Utilities,Utilities,Utilities,Slovakia,Slovakia,Producers and distributors of natural gas.
spp infrastructure fing bv,,,,No Match,spp infrastructure fing,,,,No Match,False,0,0,0,0,0,0
stedin holding nv,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,stedin holding,https://permid.org/1-4296088639,Stedin Holding NV,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
steinhoff europe ag,https://permid.org/1-5000025511,Steinhoff Europe AG,92%,Excellent,steinhoff europe,https://permid.org/1-5000025511,Steinhoff Europe AG,66%,Good,True,0,0,0,0,0,0
stellantis nv,https://permid.org/1-5043319761,Stellantis NV,92%,Excellent,stellanti,,,,No Match,False,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
stg global finance bv,https://permid.org/1-5076388739,STG Global Finance BV,92%,Excellent,stg global finance,https://permid.org/1-5076388739,STG Global Finance BV,58%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts."
stora enso oyj,https://permid.org/1-4295866448,Stora Enso Oyj,92%,Excellent,stora enso,https://permid.org/1-4295866448,Stora Enso Oyj,92%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services."
strabag se,https://permid.org/1-4298050903,STRABAG SE,92%,Excellent,strab,,,,No Match,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Austria,Austria,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
sudzucker intl finance bv,https://permid.org/1-4296745954,Suedzucker International Finance BV,92%,Excellent,sudzucker intl finance,https://permid.org/1-4296745954,Suedzucker International Finance BV,80%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
suez,https://permid.org/1-4298165294,Suez SA,92%,Excellent,suez,https://permid.org/1-4298165294,Suez SA,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
suez sa,https://permid.org/1-4298165294,Suez SA,92%,Excellent,suez,https://permid.org/1-4298165294,Suez SA,92%,Excellent,True,0,0,0,0,0,0
swisscom finance bv,https://permid.org/1-5073962722,Swisscom Finance BV,92%,Excellent,swisscom finance,https://permid.org/1-5001186082,Swisscom Finance Ltd,92%,Excellent,False,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
talanx ag,https://permid.org/1-4296750143,Talanx AG,92%,Excellent,talanx,https://permid.org/1-4296750143,Talanx AG,92%,Excellent,True,Insurance,Insurance,Financials,Germany,Germany,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
telecom italia finance sa,https://permid.org/1-5000025337,Telecom Italia Finance SA,92%,Excellent,telecom italia finance,https://permid.org/1-5000025337,Telecom Italia Finance SA,92%,Excellent,True,Collective Investments,Collective Investments,Financials,Luxembourg,Luxembourg,"Listed closed-end investment funds, as well as other funds where participation can be bought and sold as units or shares such as open-ended or mutual funds, exchange-traded funds, exchange traded products, unit trusts and unit investment trusts."
telecom italia spa,https://permid.org/1-4295875783,Telecom Italia SpA,92%,Excellent,telecom italia,https://permid.org/1-4295875783,Telecom Italia SpA,92%,Excellent,True,Telecommunications Services,Telecommunications Services,Technology,Italy,Italy,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
telefonica emisiones sau,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,telefonica emisiones,https://permid.org/1-4297399586,Telefonica Emisiones SAU,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Spain,Spain,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
telefonica europe bv,https://permid.org/1-4296540347,Telefonica Europe BV,92%,Excellent,telefonica europe,https://permid.org/1-5000075627,Telefonica O2 Holdings Ltd,92%,Excellent,False,Telecommunications Services,Telecommunications Services,Technology,Netherlands,Netherlands,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
telekom finanzmanagement gmbh,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92%,Excellent,telekom finanzmanagement,https://permid.org/1-4297071947,Telekom Finanzmanagement GmbH,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Austria,Austria,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
teleperformance se,https://permid.org/1-4295866721,Teleperformance SE,92%,Excellent,teleperformance,https://permid.org/1-4295866721,Teleperformance SE,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
tennet holding bv,https://permid.org/1-5000075299,TenneT Holding BV,92%,Excellent,tennet holding,https://permid.org/1-5000075299,TenneT Holding BV,92%,Excellent,True,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrial Goods,Industrials,Netherlands,Netherlands,"Manufacturers of industrial, construction, agricultural and electrical machinery, equipment & components, and shipbuilders."
teollisuuden voima oyj,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,teollisuuden voima,https://permid.org/1-4295866515,Teollisuuden Voima Oyj,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Finland,Finland,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
terna rete elettrica naziospa,https://permid.org/1-4295875459,Terna Rete Elettrica Nazionale SpA,14%,Possible,terna rete elettrica nazio,,,,No Match,False,Electric Utilities & IPPs,Utilities,Utilities,Italy,Italy,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
thales,https://permid.org/1-4295866846,Thales SA,92%,Excellent,thale,,,,No Match,False,Aerospace & Defense,Industrial Goods,Industrials,France,France,"Producers of commercial, military and private aircraft and spacecraft. Includes manufacturers of military equipment, vehicles, explosive ordnance, guidance systems, artillery, ammunition and other related weaponry. Includes also manufacturers of satellites."
tlg immobilien ag,https://permid.org/1-5044024092,TLG Immobilien AG,92%,Excellent,tlg immobilien,https://permid.org/1-5044024092,TLG Immobilien AG,64%,Good,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
total capital international sa,https://permid.org/1-5035956073,Total Capital International SA,92%,Excellent,total capital international,https://permid.org/1-5050919571,TCR International Ltd,25%,Possible,False,Banking Services,Banking & Investment Services,Financials,France,France,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
total capital sa,https://permid.org/1-4296676289,Total Capital SA,92%,Excellent,total capital,,,,No Match,False,Banking Services,Banking & Investment Services,Financials,France,France,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
total infrastructures gaz france,,,,No Match,total infrastructures gaz france,,,,No Match,False,0,0,0,0,0,0
traton finance luxemburg sa,https://permid.org/1-5079693909,Traton Finance Luxembourg SA,55%,Possible,traton finance luxemburg,https://permid.org/1-5079693909,Traton Finance Luxembourg SA,31%,Possible,True,0,0,0,0,0,0
tyco electronics group sa,https://permid.org/1-4297630575,Tyco Electronics Group SA,92%,Excellent,tyco electronics group,https://permid.org/1-4297630575,Tyco Electronics Group SA,92%,Excellent,True,Electronic Equipment & Parts,Technology Equipment,Technology,Luxembourg,Luxembourg,"Manufacturers of electronic products, such as biometric products, electronic components and parts and display screens."
unibail rodamco se,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92%,Excellent,unibail rodamco,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,France,France,Investment trusts that secure interests related to rights on residential and commercial real estate.
unilever finance netherlands bv,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,92%,Excellent,unilever finance netherlands,https://permid.org/1-5079208960,Unilever Finance Netherlands BV,69%,Good,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
unilever nv,,,,No Match,unilever,https://permid.org/1-4295894770,Unilever PLC,56%,Possible,False,Personal & Household Products & Services,Personal & Household Products & Services,Consumer Non-Cyclicals,United Kingdom,United Kingdom,"Manufacturers of non-durable household goods, personal products and providers of personal services."
uniper se,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,uniper,https://permid.org/1-5051387035,Uniper SE,92%,Excellent,True,Multiline Utilities,Utilities,Utilities,Germany,Germany,"Producers and distributors of electric power, natural gas and combined heat and power. Includes utility companies with multiple operations in the supply of electricity; natural gas; water and district heating and cooling services, and other utility operations. Includes also utility infrastructure operators."
uniqa insurance group ag,https://permid.org/1-4295858953,UNIQA Insurance Group AG,92%,Excellent,uniqa insurance group,https://permid.org/1-4295858953,UNIQA Insurance Group AG,71%,Good,True,Insurance,Insurance,Financials,Austria,Austria,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
upjohn finance bv,https://permid.org/1-5074779515,Upjohn Finance BV,92%,Excellent,upjohn finance,https://permid.org/1-5074779515,Upjohn Finance BV,92%,Excellent,True,Pharmaceuticals,Pharmaceuticals & Medical Research,Healthcare,Netherlands,Netherlands,"Manufacturers and marketers of generic and specialty drugs, as well as researchers and developers of new drugs, medical products and procedures."
upm kymmene oyj,https://permid.org/1-4295866353,UPM-Kymmene Oyj,92%,Excellent,upm kymmene,https://permid.org/1-4295866353,UPM-Kymmene Oyj,92%,Excellent,True,Paper & Forest Products,Applied Resources,Basic Materials,Finland,Finland,"Operators of forests, pulp and paper mills, producers and manufacturers of wood and paper products, and providers of related services."
urenco finance nv,https://permid.org/1-4297245020,Urenco Finance NV,92%,Excellent,urenco finance,https://permid.org/1-5046438306,Urenco Finance UK Ltd,61%,Good,False,Electric Utilities & IPPs,Utilities,Utilities,Netherlands,Netherlands,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
valeo sa,https://permid.org/1-4295867394,Valeo SE,92%,Excellent,valeo,https://permid.org/1-4295867394,Valeo SE,92%,Excellent,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,France,France,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
vantage towers ag,https://permid.org/1-5076167430,Vantage Towers AG,92%,Excellent,vantage towers,https://permid.org/1-5080045750,Vantage Towers AE,92%,Excellent,False,Construction & Engineering,Industrial & Commercial Services,Industrials,Germany,Germany,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants. Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes."
veolia environnement sa,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92%,Excellent,True,Water & Related Utilities,Utilities,Utilities,France,France,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants. Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes."
verbund ag,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,verbund,https://permid.org/1-4295859071,Verbund AG,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Austria,Austria,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
vgp nv,https://permid.org/1-4297884956,VGP NV,92%,Excellent,vgp,https://permid.org/1-4297884956,VGP NV,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Belgium,Belgium,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
vienna insurance group ag,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,69%,Good,vienna insurance group,https://permid.org/1-4295859017,Vienna Insurance Group AG Wiener Versicherung Gruppe,92%,Excellent,True,Insurance,Insurance,Financials,Austria,Austria,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
vier gas transport gmbh,https://permid.org/1-5037635945,Vier Gas Transport GmbH,92%,Excellent,vier gas transport,https://permid.org/1-5037635945,Vier Gas Transport GmbH,92%,Excellent,True,0,0,0,0,0,0
vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,vinci,https://permid.org/1-4295867538,Vinci SA,92%,Excellent,True,Construction & Engineering,Industrial & Commercial Services,Industrials,France,France,"Builders and engineers that undertake commercial building, civil engineering, utility and other industrial plant construction projects. Includes builders of transportation infrastructure, dam and water works, as well as hotel, office buildings. Includes also manufacturers of heavy machinery for permanent installation."
vivendi,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,vivendi,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,True,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
vivendi sa,,,,No Match,vivendi,https://permid.org/1-4295867220,Vivendi SE,92%,Excellent,False,Media & Publishing,Cyclical Consumer Services,Consumer Cyclicals,France,France,"Providers of advertising, marketing, broadcasting, entertainment production and publishing services."
volkswagen intl finance nv,https://permid.org/1-4296694478,Volkswagen International Finance NV,92%,Excellent,volkswagen intl finance,https://permid.org/1-4296694478,Volkswagen International Finance NV,59%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
vonovia finance bv,https://permid.org/1-5040171243,Vonovia Finance BV,92%,Excellent,vonovia finance,https://permid.org/1-5040171243,Vonovia Finance BV,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Netherlands,Netherlands,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
vonovia se,https://permid.org/1-5063761614,Vonovia SE,92%,Excellent,vonovia,https://permid.org/1-5063761614,Vonovia SE,92%,Excellent,True,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
wendel sa,https://permid.org/1-5058607005,Wendel Lab SA,42%,Possible,wendel,https://permid.org/1-4295868312,Wendel SE,92%,Excellent,False,Professional & Commercial Services,Industrial & Commercial Services,Industrials,France,France,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
whirlpool emea finance sarl,https://permid.org/1-5063720884,Whirlpool EMEA Finance SARL,92%,Excellent,whirlpool emea finance,https://permid.org/1-5063720884,Whirlpool EMEA Finance SARL,50%,Possible,True,0,0,0,0,0,0
whirlpool finance luxembourg sarl,https://permid.org/1-5052151291,Whirlpool Finance Luxembourg SARL,92%,Excellent,whirlpool finance luxembourg,https://permid.org/1-5052151291,Whirlpool Finance Luxembourg SARL,52%,Possible,True,Banking Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
wizz air finance company bv,https://permid.org/1-5076170784,Wizz Air Finance Company BV,92%,Excellent,wizz air finance company,https://permid.org/1-5076170784,Wizz Air Finance Company BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
wolters kluwer nv,https://permid.org/1-4295884738,Wolters Kluwer NV,92%,Excellent,wolters kluwer,https://permid.org/1-4295884738,Wolters Kluwer NV,92%,Excellent,True,Professional & Commercial Services,Industrial & Commercial Services,Industrials,Netherlands,Netherlands,"Providers of environmental, employment, business support, professional information, and commercial printing services and supplies."
worldline sa,https://permid.org/1-4296992313,Worldline SA,92%,Excellent,worldline,https://permid.org/1-4296992313,Worldline SA,92%,Excellent,True,Financial Technology (Fintech) & Infrastructure,Financial Technology (Fintech) & Infrastructure,Technology,France,France,Providers of financial technology (Fintech) services and infrastructure.
wpc eurobond bv,https://permid.org/1-5052169705,WPC Eurobond BV,92%,Excellent,wpc eurobond,https://permid.org/1-5052169705,WPC Eurobond BV,92%,Excellent,True,Residential & Commercial REITs,Real Estate,Real Estate,Netherlands,Netherlands,Investment trusts that secure interests related to rights on residential and commercial real estate.
wpp finance sa,https://permid.org/1-4297937496,WPP Finance SA,92%,Excellent,wpp finance,https://permid.org/1-4296994496,WPP Finance (UK),43%,Possible,False,Banking Services,Banking & Investment Services,Financials,France,France,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
wurth finance international bv,https://permid.org/1-4297959131,Wurth Finance International BV,92%,Excellent,wurth finance international,https://permid.org/1-4297959131,Wurth Finance International BV,92%,Excellent,True,Banking Services,Banking & Investment Services,Financials,Netherlands,Netherlands,"Providers of retail and commercial banking, consumer financial services and commercial loans for long-term equipment leases. Includes bank holding companies. Excludes providers of investment banking services, classified in Investment Banking."
zapadoslovenska energetika as,https://permid.org/1-5000685837,Zapadoslovenska Energetika as,92%,Excellent,zapadoslovenska energetika,https://permid.org/1-5000685837,Zapadoslovenska Energetika as,92%,Excellent,True,Electric Utilities & IPPs,Utilities,Utilities,Slovakia,Slovakia,"Generators and distributors of electric power. Includes hydroelectric, fossil fuel, nuclear, solar, tidal, wind and independent electric power generators."
zf europe finance bv,https://permid.org/1-5066539297,ZF Europe Finance BV,92%,Excellent,zf europe finance,https://permid.org/1-5066539297,ZF Europe Finance BV,56%,Possible,True,Automobiles & Auto Parts,Automobiles & Auto Parts,Consumer Cyclicals,Netherlands,Netherlands,"Manufacturers of automobiles, light trucks, motorcycles, as well as related vehicle parts, tires and primary rubber products."
zurich finance ireland dac,https://permid.org/1-5068935173,Zurich Finance (Ireland) DAC,92%,Excellent,zurich finance ireland,https://permid.org/1-5068935173,Zurich Finance (Ireland) DAC,26%,Possible,True,Insurance,Insurance,Financials,Ireland,Ireland,"Underwriters and carriers of property, casualty, life and health insurance policies, as well as reinsurance carriers."
