Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description,green
holcim finance sa,https://permid.org/1-4296045812,Holcim Finance Luxembourg SA,50.00%,Possible,holcim finance,https://permid.org/1-4296045812,Holcim Finance Luxembourg SA,37.00%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
john deere cash management sa,https://permid.org/1-4297058300,John Deere Cash Management SA,92.00%,Excellent,john deere cash management,https://permid.org/1-4297058300,John Deere Cash Management SA,92.00%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Luxembourg,Luxembourg,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
kerry group financial services,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26.00%,Possible,kerry group financial service,https://permid.org/1-4298364799,Kerry Group Financial Services Unlimited Co,26.00%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Ireland,Ireland,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
ne property bv,https://permid.org/1-5001425607,NE Property BV,92.00%,Excellent,ne property,https://permid.org/1-5001425607,NE Property BV,92.00%,Excellent,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,Netherlands,Netherlands,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
peugeot sa,https://permid.org/1-4295868619,Peugeot Invest SA,36.00%,Possible,peugeot,https://permid.org/1-4295868619,Peugeot Invest SA,21.00%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
schlumberger fin france sas,https://permid.org/1-5050268693,Schlumberger Finance France SAS,92.00%,Excellent,schlumberger fin france,https://permid.org/1-5050268693,Schlumberger Finance France SAS,58.00%,Possible,True,Investment Banking & Investment Services,Banking & Investment Services,Financials,France,France,551020.0,"Providers of investment banking, brokerage and investment management services without significant commercial or retail banking operations.",1
albemarle new holding gmbh,https://permid.org/1-5053503107,Albemarle New Holding GmbH,92.00%,Excellent,albemarle new holding,https://permid.org/1-5053503107,Albemarle New Holding GmbH,67.00%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Germany,Germany,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
czech gas networks investments sarl,https://permid.org/1-5068928626,Czech Gas Networks Investments SARL,92.00%,Excellent,czech gas networks investments,https://permid.org/1-5068928626,Czech Gas Networks Investments SARL,46.00%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
easyjet finco bv,https://permid.org/1-5076385165,EasyJet FinCo BV,92.00%,Excellent,easyjet finco,https://permid.org/1-5076385165,EasyJet FinCo BV,92.00%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
electricite de france edf,https://permid.org/1-4296679910,EDF International SAS,27.00%,Possible,electricite de france edf,https://permid.org/1-4296679910,EDF International SAS,27.00%,Possible,True,Investment Holding Companies,Investment Holding Companies,Financials,France,France,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
imperial brands finance netherlands bv,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,92.00%,Excellent,imperial brands finance netherlands,https://permid.org/1-5074840315,Imperial Brands Finance Netherlands BV,74.00%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
innogy finance ii bv,https://permid.org/1-5048276776,innogy Finance II BV,92.00%,Excellent,innogy finance ii,https://permid.org/1-5048276776,innogy Finance II BV,66.00%,Good,True,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
iss finance bv,https://permid.org/1-5074640466,ISS Finance BV,92.00%,Excellent,iss finance,https://permid.org/1-5074640466,ISS Finance BV,92.00%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Denmark,Netherlands,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
jab holdings bv,https://permid.org/1-5037932504,JAB Holdings BV,92.00%,Excellent,jab holdings,https://permid.org/1-5043346727,JAB Holding Company SARL,92.00%,Excellent,False,Investment Holding Companies,Investment Holding Companies,Financials,Netherlands,Netherlands,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
michelin luxembourg scs,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92.00%,Excellent,michelin luxembourg,https://permid.org/1-5000002567,Michelin Luxembourg SCS,92.00%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
novartis finance sa,https://permid.org/1-4298063458,Novartis Finance SA,92.00%,Excellent,novartis finance,https://permid.org/1-4298063458,Novartis Finance SA,92.00%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Luxembourg,Luxembourg,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92.00%,Excellent,sig combibloc,https://permid.org/1-4295890767,SIG Combibloc Services AG,92.00%,Excellent,True,Investment Holding Companies,Investment Holding Companies,Financials,Switzerland,Switzerland,556010.0,"Companies primarily engaged in investing in securities/stakes of other companies and for their own profits. Investment Holding Companies might have both minority and majority stakes. Excludes companies investing in private equity firms, classified in Private Equity; companies investing in venture capital firms, classified in Venture Capital; companies operating through subsidiaries/majority-held entities in various economic segments, classified according to the dominant segment of activity or, in case of a significant size and lack of dominant segment, in Industrial Conglomerates; UK-type investment trusts, classified in UK Investment Trusts.",0
