Name_1,OpenPermID_1,OrgName_1,Score_1,Level_1,Name_2,OpenPermID_2,OrgName_2,Score_2,Level_2,EqualOrgName,Primary Industry,Primary Bussiness,Primary Economic,Domiciled,Incorporated,TRBC code,Primary Industry description
grand city properties sa,https://permid.org/1-5037587520,Grand City Properties SA,92.00%,Excellent,grand city properties,https://permid.org/1-5037587520,Grand City Properties SA,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Luxembourg,Luxembourg,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
hemso treasury oyj,https://permid.org/1-5079156209,Hemso Treasury Oyj,92.00%,Excellent,hemso treasury,https://permid.org/1-5079156209,Hemso Treasury Oyj,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
immofinanz ag,https://permid.org/1-4295859001,Immofinanz AG,92.00%,Excellent,immofinanz,https://permid.org/1-4295859001,Immofinanz AG,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Austria,Austria,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
kojamo oyj,https://permid.org/1-4296619425,Kojamo Oyj,92.00%,Excellent,kojamo,https://permid.org/1-4296619425,Kojamo Oyj,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
leg immobilien ag,https://permid.org/1-5038054895,LEG Immobilien SE,92.00%,Excellent,leg immobilien,https://permid.org/1-5038054895,LEG Immobilien SE,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
sato oyj,https://permid.org/1-4297219925,Sato Oyj,92.00%,Excellent,sato,https://permid.org/1-4295879856,Sato Holdings Corp,92.00%,Excellent,FALSE,Real Estate Operations,Real Estate,Real Estate,Finland,Finland,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
tlg immobilien ag,https://permid.org/1-5044024092,TLG Immobilien AG,92.00%,Excellent,tlg immobilien,https://permid.org/1-5044024092,TLG Immobilien AG,64.00%,Good,TRUE,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
vgp nv,https://permid.org/1-4297884956,VGP NV,92.00%,Excellent,vgp,https://permid.org/1-4297884956,VGP NV,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Belgium,Belgium,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
vonovia finance bv,https://permid.org/1-5040171243,Vonovia Finance BV,92.00%,Excellent,vonovia finance,https://permid.org/1-5040171243,Vonovia Finance BV,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Netherlands,Netherlands,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
vonovia se,https://permid.org/1-5063761614,Vonovia SE,92.00%,Excellent,vonovia,https://permid.org/1-5063761614,Vonovia SE,92.00%,Excellent,TRUE,Real Estate Operations,Real Estate,Real Estate,Germany,Germany,601010,"Developers and managers of real estate who build, rent and lease residential and commercial properties. Includes real estate brokerage and agency services, real estate appraisal services and consulting services."
alstria office reit ag,https://permid.org/1-4295870318,alstria office REIT AG,92.00%,Excellent,alstria office reit,https://permid.org/1-4295870318,alstria office REIT AG,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Germany,Germany,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
befimmo sa,https://permid.org/1-4295859373,Befimmo SA,92.00%,Excellent,befimmo,https://permid.org/1-4295859373,Befimmo SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Belgium,Belgium,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
carmila,https://permid.org/1-4297628655,Carmila SA,55.00%,Possible,carmila,https://permid.org/1-4297628655,Carmila SA,55.00%,Possible,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
cofinimmo nv,https://permid.org/1-4296918546,Cofinimmo Lease Finance SA,36.00%,Possible,cofinimmo,https://permid.org/1-4295859240,Cofinimmo SA,92.00%,Excellent,FALSE,Residential & Commercial REITs,Real Estate,Real Estate,Belgium,Belgium,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
cofinimmo sanv,https://permid.org/1-4295859240,Cofinimmo SA,92.00%,Excellent,cofinimmo,https://permid.org/1-4295859240,Cofinimmo SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Belgium,Belgium,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
covivio sa,https://permid.org/1-4295867087,Covivio SA,92.00%,Excellent,covivio,https://permid.org/1-4295867087,Covivio SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
cpi property group sa,https://permid.org/1-5000002458,CPI Property Group SA,92.00%,Excellent,cpi property group,https://permid.org/1-5000002458,CPI Property Group SA,72.00%,Good,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Luxembourg,Luxembourg,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
gecina,https://permid.org/1-4295867555,Gecina SA,92.00%,Excellent,gecina,https://permid.org/1-4295867555,Gecina SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
inmobiliaria colonial,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92.00%,Excellent,inmobiliaria colonial,https://permid.org/1-4295889320,Inmobiliaria Colonial SOCIMI SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
klepierre,https://permid.org/1-4295866923,Klepierre SA,92.00%,Excellent,klepierre,https://permid.org/1-4295866923,Klepierre SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
mercialys,https://permid.org/1-4295868628,Mercialys SA,92.00%,Excellent,mercialy,,,,No Match,FALSE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
merlin properties socimi sa,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,92.00%,Excellent,merlin properties socimi,https://permid.org/1-5042243092,MERLIN Properties SOCIMI SA,80.00%,Good,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Spain,Spain,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
societe fonciere lyonnaise sa,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92.00%,Excellent,societe fonciere lyonnaise,https://permid.org/1-4295867475,Societe Fonciere Lyonnaise SA,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
unibail rodamco se,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92.00%,Excellent,unibail rodamco,https://permid.org/1-4295868264,Unibail-Rodamco-Westfield SE,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,France,France,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
wpc eurobond bv,https://permid.org/1-5052169705,WPC Eurobond BV,92.00%,Excellent,wpc eurobond,https://permid.org/1-5052169705,WPC Eurobond BV,92.00%,Excellent,TRUE,Residential & Commercial REITs,Real Estate,Real Estate,Netherlands,Netherlands,601020,Investment trusts that secure interests related to rights on residential and commercial real estate.
asml holding nv,https://permid.org/1-4295884869,ASML Holding NV,92.00%,Excellent,asml holding,https://permid.org/1-4295884869,ASML Holding NV,92.00%,Excellent,TRUE,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,Netherlands,Netherlands,571010,"Designers and manufacturers of semiconductors, as well as producers of testing and manufacturing equipment for semiconductor manufacturers."
infineon technologies ag,https://permid.org/1-4295870063,Infineon Technologies AG,92.00%,Excellent,infineon technologies,https://permid.org/1-4295870063,Infineon Technologies AG,59.00%,Possible,TRUE,Semiconductors & Semiconductor Equipment,Technology Equipment,Technology,Germany,Germany,571010,"Designers and manufacturers of semiconductors, as well as producers of testing and manufacturing equipment for semiconductor manufacturers."
amadeus it group sa,https://permid.org/1-5000724903,Amadeus IT Group SA,92.00%,Excellent,amadeus it group,https://permid.org/1-5000724903,Amadeus IT Group SA,92.00%,Excellent,TRUE,Software & IT Services,Software & IT Services,Technology,Spain,Spain,572010,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
atos se,https://permid.org/1-4295867015,Atos SE,92.00%,Excellent,atos,https://permid.org/1-4295867015,Atos SE,92.00%,Excellent,TRUE,Software & IT Services,Software & IT Services,Technology,France,France,572010,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
cap gemini,https://permid.org/1-4297695613,Sogeti SAS,92.00%,Excellent,cap gemini,https://permid.org/1-4297695613,Sogeti SAS,92.00%,Excellent,TRUE,Software & IT Services,Software & IT Services,Technology,France,France,572010,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
dassault systemes,https://permid.org/1-4295867357,Dassault Systemes SE,92.00%,Excellent,dassault systeme,https://permid.org/1-5035936753,Dassault Systemes SolidWorks Corp,92.00%,Excellent,FALSE,Software & IT Services,Software & IT Services,Technology,France,France,572010,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
prosus nv,https://permid.org/1-5001167004,Prosus NV,92.00%,Excellent,prosu,,,,No Match,FALSE,Software & IT Services,Software & IT Services,Technology,Netherlands,Netherlands,572010,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
sap se,https://permid.org/1-5043321284,SAP SE,92.00%,Excellent,sap,https://permid.org/1-5043321284,SAP SE,92.00%,Excellent,TRUE,Software & IT Services,Software & IT Services,Technology,Germany,Germany,572010,"Developers and marketers of generic system and application software, as well as providers of consulting and IT services."
kering sa,https://permid.org/1-4295867170,Kering SA,92.00%,Excellent,kering,https://permid.org/1-4295867170,Kering SA,92.00%,Excellent,TRUE,Specialty Retailers,Retailers,Consumer Cyclicals,France,France,534030,"Retailers operating stores and dealerships focused on a single area. Includes auto part, home improvement, home furnishing, office supply, toy, sporting equipment, book, kitchenware and houseware retailers. Includes also garden centers, car and truck dealerships."
metro ag,https://permid.org/1-4295868692,Ceconomy AG,92.00%,Excellent,metro,https://permid.org/1-4295860645,Metro Inc,92.00%,Excellent,FALSE,Specialty Retailers,Retailers,Consumer Cyclicals,Germany,Germany,534030,"Retailers operating stores and dealerships focused on a single area. Includes auto part, home improvement, home furnishing, office supply, toy, sporting equipment, book, kitchenware and houseware retailers. Includes also garden centers, car and truck dealerships."
cellnex telecom sa,https://permid.org/1-5043416261,Cellnex Telecom SA,92.00%,Excellent,cellnex telecom,https://permid.org/1-5043416261,Cellnex Telecom SA,92.00%,Excellent,TRUE,Telecommunications Services,Telecommunications Services,Technology,Spain,Spain,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
deutsche telekom ag,https://permid.org/1-4295870332,Deutsche Telekom AG,92.00%,Excellent,deutsche telekom,https://permid.org/1-4295870332,Deutsche Telekom AG,92.00%,Excellent,TRUE,Telecommunications Services,Telecommunications Services,Technology,Germany,Germany,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
deutsche telekom intl finbv,,,,No Match,deutsche telekom intl fin,https://permid.org/1-4296543170,Deutsche Telekom International Finance BV,70.00%,Good,FALSE,Telecommunications Services,Telecommunications Services,Technology,Netherlands,Netherlands,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
dna oyj,https://permid.org/1-4298361219,DNA Oyj,92.00%,Excellent,dna,,,,No Match,FALSE,Telecommunications Services,Telecommunications Services,Technology,Finland,Finland,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
elisa oyj,https://permid.org/1-5000040066,Elisa Oyj,92.00%,Excellent,elisa,https://permid.org/1-5000040066,Elisa Oyj,92.00%,Excellent,TRUE,Telecommunications Services,Telecommunications Services,Technology,Finland,Finland,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
eutelsat sa,https://permid.org/1-4295866983,Eutelsat Communications SA,51.00%,Possible,eutelsat,https://permid.org/1-4295866983,Eutelsat Communications SA,38.00%,Possible,TRUE,Telecommunications Services,Telecommunications Services,Technology,France,France,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
infrastrutture wireless italiane spa,https://permid.org/1-5045517782,Infrastrutture Wireless Italiane SpA,92.00%,Excellent,infrastrutture wireless italiane,https://permid.org/1-5045517782,Infrastrutture Wireless Italiane SpA,75.00%,Good,TRUE,Telecommunications Services,Telecommunications Services,Technology,Italy,Italy,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
koninklijke kpn nv,https://permid.org/1-4295884844,Koninklijke KPN NV,92.00%,Excellent,koninklijke kpn,https://permid.org/1-4295884844,Koninklijke KPN NV,62.00%,Good,TRUE,Telecommunications Services,Telecommunications Services,Technology,Netherlands,Netherlands,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
nos sgps,https://permid.org/1-4295886936,NOS SGPS SA,92.00%,Excellent,nos sgp,,,,No Match,FALSE,Telecommunications Services,Telecommunications Services,Technology,Portugal,Portugal,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
orange,https://permid.org/1-4295868416,Orange SA,92.00%,Excellent,orange,https://permid.org/1-4295868416,Orange SA,92.00%,Excellent,TRUE,Telecommunications Services,Telecommunications Services,Technology,France,France,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
orange sa,https://permid.org/1-4295868416,Orange SA,92.00%,Excellent,orange,https://permid.org/1-4295868416,Orange SA,92.00%,Excellent,TRUE,Telecommunications Services,Telecommunications Services,Technology,France,France,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
ses sa,https://permid.org/1-4295883014,SES SA,92.00%,Excellent,ses,https://permid.org/1-4295883014,SES SA,18.00%,Possible,TRUE,Telecommunications Services,Telecommunications Services,Technology,Luxembourg,Luxembourg,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
telecom italia spa,https://permid.org/1-4295875783,Telecom Italia SpA,92.00%,Excellent,telecom italia,https://permid.org/1-4295875783,Telecom Italia SpA,92.00%,Excellent,TRUE,Telecommunications Services,Telecommunications Services,Technology,Italy,Italy,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
telefonica europe bv,https://permid.org/1-4296540347,Telefonica Europe BV,92.00%,Excellent,telefonica europe,https://permid.org/1-5000075627,Telefonica O2 Holdings Ltd,92.00%,Excellent,FALSE,Telecommunications Services,Telecommunications Services,Technology,Netherlands,Netherlands,574010,Owners and operators of fixed line and wireless telecommunication networks providing voice and data services.
adidas ag,https://permid.org/1-4295868725,Adidas AG,92.00%,Excellent,adidas,https://permid.org/1-4295868725,Adidas AG,92.00%,Excellent,TRUE,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,Germany,Germany,532020,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear."
essilor international,https://permid.org/1-4295867261,EssilorLuxottica SA,92.00%,Excellent,essilor international,https://permid.org/1-4295867261,EssilorLuxottica SA,92.00%,Excellent,TRUE,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,France,France,532020,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear."
essilorluxottica sa,https://permid.org/1-4295867261,EssilorLuxottica SA,92.00%,Excellent,essilorluxottica,https://permid.org/1-4295867261,EssilorLuxottica SA,92.00%,Excellent,TRUE,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,France,France,532020,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear."
luxottica group spa,https://permid.org/1-4295875513,Luxottica Group SpA,92.00%,Excellent,luxottica group,https://permid.org/1-4295875513,Luxottica Group SpA,92.00%,Excellent,TRUE,Textiles & Apparel,Cyclical Consumer Products,Consumer Cyclicals,Italy,Italy,532020,"Manufacturers of fabrics, leather and other textiles, apparel, accessories and footwear."
abertis infraestructuras sa,https://permid.org/1-4295889666,Abertis Infraestructuras SA,92.00%,Excellent,abertis infraestructuras,https://permid.org/1-4295889666,Abertis Infraestructuras SA,92.00%,Excellent,TRUE,Transport Infrastructure,Transportation,Industrials,Spain,Spain,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
aeroporti di roma spa,https://permid.org/1-4295875580,Aeroporti di Roma SpA,92.00%,Excellent,aeroporti di roma,https://permid.org/1-4295875580,Aeroporti di Roma SpA,92.00%,Excellent,TRUE,Transport Infrastructure,Transportation,Industrials,Italy,Italy,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
aeroports de paris,https://permid.org/1-4295867266,Aeroports de Paris SA,92.00%,Excellent,aeroports de pari,,,,No Match,FALSE,Transport Infrastructure,Transportation,Industrials,France,France,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
aprr,https://permid.org/1-4295868502,Aprr SA,92.00%,Excellent,aprr,https://permid.org/1-4295868502,Aprr SA,92.00%,Excellent,TRUE,Transport Infrastructure,Transportation,Industrials,France,France,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
aprr sa,https://permid.org/1-4295868502,Aprr SA,92.00%,Excellent,aprr,https://permid.org/1-4295868502,Aprr SA,92.00%,Excellent,TRUE,Transport Infrastructure,Transportation,Industrials,France,France,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
atlantia spa,https://permid.org/1-4295875318,Atlantia SpA,92.00%,Excellent,atlantia,https://permid.org/1-4295875318,Atlantia SpA,92.00%,Excellent,TRUE,Transport Infrastructure,Transportation,Industrials,Italy,Italy,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
autoroutes du sud de la france,https://permid.org/1-4295867620,Autoroutes du Sud de la France SA,83.00%,Good,autoroutes du sud de la france,https://permid.org/1-4295867620,Autoroutes du Sud de la France SA,83.00%,Good,TRUE,Transport Infrastructure,Transportation,Industrials,France,France,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
autostrada brescia verona vicenza padova spa,https://permid.org/1-4296668015,A4 Holding SpA,92.00%,Excellent,autostrada brescia verona vicenza padova,https://permid.org/1-4296668015,A4 Holding SpA,82.00%,Good,TRUE,Transport Infrastructure,Transportation,Industrials,Italy,Italy,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
autostrade per l italia spa,https://permid.org/1-5000025561,Autostrade per l'Italia SpA,17.00%,Possible,autostrade per l italia,,,,No Match,FALSE,Transport Infrastructure,Transportation,Industrials,Italy,Italy,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
autostrade per litalia spa,https://permid.org/1-5000025561,Autostrade per l'Italia SpA,92.00%,Excellent,autostrade per litalia,https://permid.org/1-5000025561,Autostrade per l'Italia SpA,92.00%,Excellent,TRUE,Transport Infrastructure,Transportation,Industrials,Italy,Italy,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
brisa concessao rodoviaria,https://permid.org/1-5001421091,Brisa Concessao Rodoviaria SA,83.00%,Good,brisa concessao rodoviaria,https://permid.org/1-5001421091,Brisa Concessao Rodoviaria SA,83.00%,Good,TRUE,Transport Infrastructure,Transportation,Industrials,Portugal,Portugal,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
brussels airport company sanv,https://permid.org/1-5000877078,Brussels Airport,12.00%,Possible,brussels airport company,https://permid.org/1-4297650390,Brussels Airport Company NV,92.00%,Excellent,FALSE,Transport Infrastructure,Transportation,Industrials,Belgium,Belgium,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
royal schiphol group nv,https://permid.org/1-5000048708,Royal Schiphol Group NV,92.00%,Excellent,royal schiphol group,https://permid.org/1-5000048708,Royal Schiphol Group NV,67.00%,Good,TRUE,Transport Infrastructure,Transportation,Industrials,Netherlands,Netherlands,524070,"Owners and operators of highways, rail tracks, airports, and marine ports."
veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,TRUE,Water & Related Utilities,Utilities,Utilities,France,France,591030,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants. Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes."
veolia environnement sa,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,veolia environnement,https://permid.org/1-4295867473,Veolia Environnement SA,92.00%,Excellent,TRUE,Water & Related Utilities,Utilities,Utilities,France,France,591030,"Operators of water delivery infrastructure, water treatment, filtration and sewage disposal plants. Includes operators supplying geothermal, steam heat and cooled air, as well as providers of hot water for district heating purposes."
